ID,Name,Reference,Category,Price,Description,Sector,Usage,Technical Sheet,Safety Sheet,Image 1
156,LIMGELL,LG-LSL-006,limpieza-general,18,"Limpiador general (para skay, piel, madera). Elementos reengrasantes.",Limpieza General,Limpieza de Superficies (Limpiadores),,,https://drive.google.com/thumbnail?id=1nQpGFYT_je8UoU9lD6YQdmwljoaqf4FV&sz=w1000
157,STAR,LG-LSL-007,limpieza-general,22,Desengrasante eliminador de tintas. Apto para Uso en Industria Alimentaria.,Limpieza General,Limpieza de Superficies (Limpiadores),https://drive.google.com/file/d/18TCPutQdnpRxPTsbnG0bTm60W0nZInVE/view?usp=drivesdk,https://drive.google.com/file/d/1Bu51VdoViUwHmu3sHWJRI-1_T8SVmgr3/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1_ColHYTjsIndsSDaNBc5On9C5no2VLav&sz=w1000
158,BRINOX,LG-LSL-008,limpieza-general,24,"Abrillantador acero inoxidable. Efecto antiestático, Apto para Uso en Industria Alimentaria.",Limpieza General,Limpieza de Superficies (Limpiadores),https://drive.google.com/file/d/1QufZILECka0Gz2nDymdzGbyZKIEaL9d1/view?usp=drivesdk,https://drive.google.com/file/d/1OawYxA8sbZ0OrurtGuTpQNy387hprzg9/view?usp=drivesdk,https://drive.google.com/thumbnail?id=188T5VkFPWbTEe7QCPJBJrNrErBGj_N8Q&sz=w1000
159,BRINOX SPRAY,LG-LSL-009,limpieza-general,25,"Abrillantador acero inoxidable (spray). Efecto antiestático, Apto para Uso en Industria Alimentaria.",Limpieza General,Limpieza de Superficies (Limpiadores),https://drive.google.com/file/d/1DhV_uPdFqWPdou_E-Zweq44XknAMpVZV/view?usp=drivesdk,https://drive.google.com/file/d/1IllpD9_UODB8-Vr1LJeOUdQ9etII8vSx/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1_k6PDMSa1c7TKUEzUKgxxetZcNqIoBlt&sz=w1000
160,TAPIXEL,LG-LSL-010,limpieza-general,23,Limpiador tapicerías inyección-extracción. Desengrasante.,Limpieza General,Limpieza de Superficies (Limpiadores),https://drive.google.com/file/d/1KdFlle0-z_M9nCJ-pbS_vKTYvEf9LU4D/view?usp=drivesdk,https://drive.google.com/file/d/12gpGDF6EJAjlDMpGvQfrCUx6wxucnz67/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1PVeO4pqEIpAtj3mvtzlbJww4UTPnC84P&sz=w1000
161,ZAX,LG-LSL-011,limpieza-general,19,"Limpiador en crema. No abrasivo, Apto para Uso en Industria Alimentaria.",Limpieza General,Limpieza de Superficies (Limpiadores),https://drive.google.com/file/d/1Ii9G8vaxXfLCFijNU0S1IYQq0CjYyIML/view?usp=drivesdk,https://drive.google.com/file/d/1_Ihry-dIrs-IHswvUQY9R7SyCl3698yj/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1YQCREZNEQphrkRdMUyyno4vdWM5CUD9F&sz=w1000
162,BEST,LG-LB-001,limpieza-general,16,Detergente anticalcáreo perfumado. No altera superficies cromadas.,Limpieza General,Limpieza de Baños,https://drive.google.com/file/d/1bP4HCOypIFsdt80WFjJ9LTbzje4zULQ5/view?usp=drivesdk,https://drive.google.com/file/d/1KGGC8RgaMbEDJ16UUbZ9pY2NZgeHusI4/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1_z_-b8QeoLJTbuVt3rSai1QoZlpLlb2d&sz=w1000
163,BLUE,LG-LB-002,limpieza-general,18,Limpiador antical Ecolabel. Apto para Uso en Industria Alimentaria.,Limpieza General,Limpieza de Baños,https://drive.google.com/file/d/1023zzZtX2tMvYvzWqhU4NMCXIZb7AaP9/view?usp=drivesdk,https://drive.google.com/file/d/1Xh0rtWPotoiPA0ObBacdsUIzDAEYY0eB/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1Mp-QdTE2YIYZme813Pun7kEGed2hCaa8&sz=w1000
164,BATOXEL,LG-LB-003,limpieza-general,20,"Desinfectante viricida desodorizante. Bactericida, fungicida, viricida, N° DGSP. 19-20/40-04377.",Limpieza General,Limpieza de Baños,https://drive.google.com/file/d/17svnaipk34bG2FJ_TjjNa-WI41zsqDkz/view?usp=drivesdk,https://drive.google.com/file/d/1XOpqFn1FUeKYxAc1xkjsmvZR98nEGqRQ/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1q8ynCu2MIAZuoFwyMFK6Bg7ymQ9JIJr3&sz=w1000
165,SANICALL,LG-LB-004,limpieza-general,17,"Limpiador anticalcáreo en gel. Dificulta incrustaciones, Apto para Uso en Industria Alimentaria.",Limpieza General,Limpieza de Baños,,,https://drive.google.com/thumbnail?id=1USOPJtWP66FvW9LM2uaZg4qvF5jnOn6-&sz=w1000
166,APLE,LG-LB-005,limpieza-general,14,Limpiador antical W.C. Mantenimiento diario de aseos.,Limpieza General,Limpieza de Baños,https://drive.google.com/file/d/1e_jT1lPYV-cnUjlwiCXIrHv2NEtx3YLZ/view?usp=drivesdk,https://drive.google.com/file/d/1eKdAsjafGxBsMxRWQSodbUjNL4v1-hzx/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1fLrnW_6FRBvngjuvNe0ilp0NKwRQ7V-3&sz=w1000
167,SCALL,LG-LB-006,limpieza-general,19,Limpiador Gel W.C. Ecolabel. Desincrustante y desodorizante.,Limpieza General,Limpieza de Baños,,,https://drive.google.com/thumbnail?id=1bjUr27N-yTuUcU2znRvkjMYC3QJPMQqN&sz=w1000
168,DUST WC,LG-LB-007,limpieza-general,21,"Limpiador desincrustante W.C. Elimina cal, sarro, óxidos.",Limpieza General,Limpieza de Baños,https://drive.google.com/file/d/1hBK7KGYAk28u9v2EYh89xxKLrmAF6tsw/view?usp=drivesdk,https://drive.google.com/file/d/11hILaTlahY6q9Rxl7vdF_9Ssqybn_kFN/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1uKWcZRumRLf0Sykywcq2taipdP2py6ip&sz=w1000
169,BACTERIL AS,LG-LB-008,limpieza-general,22,Limpiador antisarro W.C. Enérgico desincrustante.,Limpieza General,Limpieza de Baños,https://drive.google.com/file/d/1R_vSkcuaKcCaHBK2ErkZhBoqmdKv4s8i/view?usp=drivesdk,https://drive.google.com/file/d/1To9yFEPwHPcRMt4DrdAj6etZtR8gt-zb/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1h-5kRQ4PdoB4OcexNyX9rkq8E27L-Xku&sz=w1000
170,CLOP,LG-LB-009,limpieza-general,25,Desatascador alcalino. Para restos orgánicos.,Limpieza General,Limpieza de Baños,https://drive.google.com/file/d/16llPHe9wHWSntI3BLNQrEoi9X-aja_Qy/view?usp=drivesdk,https://drive.google.com/file/d/1kCkyPEvodqdu2DIPoSGJTMnV-AbOIm07/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1sZtKieNURWd1eKQkvZmaK2B2dpFhblep&sz=w1000
171,DESTAX,LG-LB-010,limpieza-general,30,Desatascador profesional. Uso profesional restringido.,Limpieza General,Limpieza de Baños,https://drive.google.com/file/d/1oy-Mb8eNZsbSV9Fv127j2uUlJLcfecXq/view?usp=drivesdk,https://drive.google.com/file/d/1Yst2vTx-82PO1-BGrLMHSNl-dHaeAiMu/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1M_-M_My-u5hcgeGO1LZSaj2ROMLgNUED&sz=w1000
172,DENGRAS N,LG-LCD-001,limpieza-general,20,"Desengrasante neutro. Para aluminio, superficies pintadas, Apto para Uso en Industria Alimentaria.",Limpieza General,Limpieza de Cocina y Desengrasantes,https://drive.google.com/file/d/1hfXyE2WbHwjokIvBodjVk3vMKBGLpWUH/view?usp=drivesdk,https://drive.google.com/file/d/11EtUAwecq_kb81u3oCK2o1aTmaUqM2gj/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1sCFx7pxXGdh2NodKlYP6qzLGDA1MtdnP&sz=w1000
173,DENGRAS H,LG-LCD-002,limpieza-general,22,"Desengrasante multifuncional. Elevado poder detergente/disolvente, Apto para Uso en Industria Alimentaria.",Limpieza General,Limpieza de Cocina y Desengrasantes,https://drive.google.com/file/d/1_HHvopHmQKQehfirA2usD7YsCFJV3f5p/view?usp=drivesdk,https://drive.google.com/file/d/1Aw-ML4OQF0BDuYGQILqHZtM-wxskhaOQ/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1EONGt6eJURUgvZ3mZ_ePlQbmlCgyEk3W&sz=w1000
174,DENGRAS,LG-LCD-003,limpieza-general,21,"Desengrasante general. No inflamable, Apto para Uso en Industria Alimentaria.",Limpieza General,Limpieza de Cocina y Desengrasantes,https://drive.google.com/file/d/12hMuWIQwv5bdNToxcd2D4Ei2kc2oh04y/view?usp=drivesdk,https://drive.google.com/file/d/1MFA0k5rLHcSVtC-OecGachku9XhayAah/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1lw3dzu-PrIBJ1P47AOlYRDKk7k0gzEWp&sz=w1000
175,DENGRAS 57,LG-LCD-004,limpieza-general,24,"Desengrasante multiusos perfumado. Para grasas muy incrustadas, Apto para Uso en Industria Alimentaria.",Limpieza General,Limpieza de Cocina y Desengrasantes,https://drive.google.com/file/d/1gKJ4IEVMFXTN7pxwJawFCBXA-LRVIgyk/view?usp=drivesdk,https://drive.google.com/file/d/1hvU1XrtAcpoHVKIS8K_WotC34goNJ3hH/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1DONn0rMWBWG_PU6HfYAOzHwVShDYp2uO&sz=w1000
176,DEGREASER,LG-LCD-005,limpieza-general,26,Desengrasante Ecolabel. Apto para Uso en Industria Alimentaria.,Limpieza General,Limpieza de Cocina y Desengrasantes,https://drive.google.com/file/d/1cvmUuCHsew4_eZIO6Njl78Jw8ISUYHql/view?usp=drivesdk,https://drive.google.com/file/d/1SHysu6c1ybv9T5xrnZ8JiCJsVfcPTjgP/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1oHoSJsCIUJhsTD8OThrHRPAgLXPYlkbZ&sz=w1000
177,DENGRAS C,LG-LCD-006,limpieza-general,25,"Desengrasante concentrado. Enérgico, no inflamable, Apto para Uso en Industria Alimentaria.",Limpieza General,Limpieza de Cocina y Desengrasantes,https://drive.google.com/file/d/1o97aS3f7Lq1_e9FPmkPYZ6jgA8IWW0xY/view?usp=drivesdk,https://drive.google.com/file/d/1Te5bfBv433dRE4qAUzi3uFvai2eKhTBm/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1Kj2__W6nnMo75rb_bXdppgSgs4o8z_B4&sz=w1000
178,DENGRAS F,LG-LCD-007,limpieza-general,28,"Desengrasante planchas. Elimina suciedad requemada, Apto para Uso en Industria Alimentaria.",Limpieza General,Limpieza de Cocina y Desengrasantes,https://drive.google.com/file/d/1JYzmqCU_vJ1G8qjnKnQeGTlo7ykNuFx-/view?usp=drivesdk,https://drive.google.com/file/d/14mwBiOJ8P3NXKZTM0XaDEnkkC3DBB6s5/view?usp=drivesdk,https://drive.google.com/thumbnail?id=103VGwYNSt1RsQqMB1F_FjVn-19A1sSqN&sz=w1000
179,DENGRAS FOOD,LG-LCD-008,limpieza-general,30,"Desengrasante viricida desinfectante uso alimentario. Viricida, Apto para Uso en Industria Alimentaria, N° DGSP 21-20/40-05020.",Limpieza General,Limpieza de Cocina y Desengrasantes,https://drive.google.com/file/d/1oz9Nd5gqKSJDgdnchQZPNIzZuySZej2w/view?usp=drivesdk,https://drive.google.com/file/d/1hU9u2uR5SA2zSZgMwR6KC4yejD_vLUro/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1cqvMJRnO-lTLDyBmHVSYfoJ5buq0ew-6&sz=w1000
180,AMPHOS,LG-LCD-009,limpieza-general,32,"Desinfectante viricida exento de amonios cuaternarios. Viricida, Apto para Uso en Industria Alimentaria, N° DGSP 20-20/40-07293.",Limpieza General,Limpieza de Cocina y Desengrasantes,https://drive.google.com/file/d/1RPvcTlT3AZD1eUXjMtLwsPl_gqa2Y7ff/view?usp=drivesdk,https://drive.google.com/file/d/1eEWEDCpOkvteXb50eeHkelEZnoBPBuIr/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1nYo7A-dYQ16MHHBz0-jbs6WTW6MnqP9M&sz=w1000
181,BIOXEL,LG-LCD-010,limpieza-general,31,"Desinfectante viricida amonios cuaternarios. Viricida, Apto para Uso en Industria Alimentaria, N° DGSR 15-20/40-02978.",Limpieza General,Limpieza de Cocina y Desengrasantes,https://drive.google.com/file/d/1kGfMeW4g_X1L2jqLtJRJpmZINuugbOi1/view?usp=drivesdk,https://drive.google.com/file/d/1ZtvAzwWun5LoBw-9LRx4eanaSUR2fZDK/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1lTm9K4XZNFNd_9gRK_0FlQsEis5_O2jl&sz=w1000
182,FOOD CLOR,LG-LCD-011,limpieza-general,29,"Coadyuvante alimentario (cloro, frutas y verduras). RGSEAA 31.02399/V, Apto para Uso en Industria Alimentaria.",Limpieza General,Limpieza de Cocina y Desengrasantes,https://drive.google.com/file/d/16cdyk4iyeczeJbWhWua8EyPUv2twbDIE/view?usp=drivesdk,https://drive.google.com/file/d/1LqsU2JVAkaTOxgOgmgv3u_YbaBOk9O-g/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1B79LDjcbdrLrfJv-aU-ULxMJw3Y4fZgM&sz=w1000
183,BIOFOSS,LG-LCD-012,limpieza-general,35,"Eliminador de olores biológico. Mantenimiento de drenajes, Apto para Uso en Industria Alimentaria.",Limpieza General,Limpieza de Cocina y Desengrasantes,https://drive.google.com/file/d/1geTwQ9jqbMK34Q5tCsS8wTzqYaeWLaTV/view?usp=drivesdk,https://drive.google.com/file/d/1mcW7zVliq581WWBISo5xiHgFj86tzClr/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1Fkh_9UtNWqRkvioD7gPhVqefm91Q_2i6&sz=w1000
184,DS INOX,LG-LCD-013,limpieza-general,27,"Limpiador recuperador acero inoxidable. Elimina óxido, Apto para Uso en Industria Alimentaria.",Limpieza General,Limpieza de Cocina y Desengrasantes,https://drive.google.com/file/d/1giCdXtHLJBi3s1KXcmu36DFI3OBru6n0/view?usp=drivesdk,https://drive.google.com/file/d/1AIwmzy_D1AjWJeajDnDimP4L1CU5SS3X/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1nlC4ZEgRJYqMGyfoZF7h4O98rkO5Qez9&sz=w1000
185,DISH,LG-LVM-001,limpieza-general,12,Detergente neutro multiusos. Apto para Uso en Industria Alimentaria.,Limpieza General,Limpieza de Vajillas (Manual),https://drive.google.com/file/d/1ezXaN6hTRPA_xnW8VyXJmgHKFLYaHfGA/view?usp=drivesdk,https://drive.google.com/file/d/12moI7zXKHTJKsLtyzLDtj9WPdG2vurby/view?usp=drivesdk,https://drive.google.com/thumbnail?id=18Waz-Plsk4hdAzyR6ZS5cnK3Zr9lGlo3&sz=w1000
186,ECCO,LG-LVM-002,limpieza-general,13,"Vajillas manual. Reengrasantes de la piel, Apto para Uso en Industria Alimentaria.",Limpieza General,Limpieza de Vajillas (Manual),https://drive.google.com/file/d/11fEjTviTbExeOpahhinEThrADol0yrAd/view?usp=drivesdk,https://drive.google.com/file/d/17kMJ4P_NOAZnxQbTkHHRFiOaNujVcFp4/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1p4IGfgQlbfBxIWYSdi6Ds4Ovi1UTjFHi&sz=w1000
187,DINA PLUS,LG-LVM-003,limpieza-general,14,"Vajillas manual. Reengrasantes de la piel, Apto para Uso en Industria Alimentaria.",Limpieza General,Limpieza de Vajillas (Manual),https://drive.google.com/file/d/1mI080HKIZ5-94LeZPUYCzfwChLwG-LNT/view?usp=drivesdk,https://drive.google.com/file/d/1HKl1Uursj_G3WFouBUkjCZQM2Egz5gJ1/view?usp=drivesdk,https://drive.google.com/thumbnail?id=18jfszAfzOJE-Wm7wEE41zKhxiaIBkGJu&sz=w1000
188,VAMEL PRH,LG-LVM-004,limpieza-general,15,"Vajillas manual concentrado. Reengrasantes de la piel, Apto para Uso en Industria Alimentaria.",Limpieza General,Limpieza de Vajillas (Manual),https://drive.google.com/file/d/1CguH86gUs5Gqgz6u5FxbnOcHdlcXQ3Nk/view?usp=drivesdk,https://drive.google.com/file/d/1ThxXYFJmni2RwOBkqE2Fs2aky9p-o7cQ/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1Hq7MSJ-iKa_Kr5Je5NArrgEyhnmnubun&sz=w1000
189,ECO NEET,LG-LVM-005,limpieza-general,17,Vajillas manual Ecolabel. Apto para Uso en Industria Alimentaria.,Limpieza General,Limpieza de Vajillas (Manual),https://drive.google.com/file/d/15LW4764KvkQkep-hklYbHzcTkvAo7sJI/view?usp=drivesdk,https://drive.google.com/file/d/1SGehhNRxf0uZARsK5RGYhI5DomqyaETh/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1ulBvfd0Zh1JkdU6QFY3O9etArBga536Q&sz=w1000
190,VAMEL,LG-LVM-006,limpieza-general,16,"Vajillas manual concentrado. Reengrasantes de la piel, Apto para Uso en Industria Alimentaria.",Limpieza General,Limpieza de Vajillas (Manual),https://drive.google.com/file/d/19k5G2gjXCAXZt5eLsAePpz9ZzJ-C5k8m/view?usp=drivesdk,https://drive.google.com/file/d/1ayVaxnNDLlcdK7CeZVAOzxx9EPp7yzM5/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1L0ofw3PyubyJymVV8e1gvPe7cANK6lpF&sz=w1000
191,VAMEL PLUS,LG-LVM-007,limpieza-general,18,"Vajillas ultra concentrado. Reengrasantes, Apto para Uso en Industria Alimentaria.",Limpieza General,Limpieza de Vajillas (Manual),https://drive.google.com/file/d/1XcqsPAXXDKNyFHRg8-Ylyn0ptB3WdyUq/view?usp=drivesdk,https://drive.google.com/file/d/1PZsbGHr6Ka0qizg-on8xcbQPi_KSE6Gm/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1DibfYoyu3CdDISMkdoMT0cRlfDIXj0xo&sz=w1000
192,ADEXEL,LG-LVM-008,limpieza-general,20,"Limpiador en polvo utensilios cocina (ácido). Alto poder desengrasante, Apto para Uso en Industria Alimentaria.",Limpieza General,Limpieza de Vajillas (Manual),https://drive.google.com/file/d/1wuS024WHGIrHdQry9kOamVH7WEoZeooy/view?usp=drivesdk,https://drive.google.com/file/d/1atBrj8mAUwyWaEpA1JuW_YX9zr0eCCx_/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1P7sOOUz14VLVg9q8UNfF8xjeAqgFkHjC&sz=w1000
193,CICLON,LG-LVA-001,limpieza-general,22,"Vajillas automáticas (aguas medias-altas). Exento de espuma, Apto para Uso en Industria Alimentaria.",Limpieza General,Limpieza de Vajillas (Automática),https://drive.google.com/file/d/1fY24IubjD29TgmDA6zvaX-a6yHes1ho8/view?usp=drivesdk,https://drive.google.com/file/d/1ZOfpOE0tvubnt6rwC0dwp0ovECzJx7C6/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1btIejcNVNpIoyxTgDdiEKDntJ1NlFuLt&sz=w1000
194,VAMEL AUT B 80,LG-LVA-002,limpieza-general,23,"Vajillas automáticas aguas medias. Espuma controlada, Apto para Uso en Industria Alimentaria.",Limpieza General,Limpieza de Vajillas (Automática),https://drive.google.com/file/d/1DRSnm9MzSyVokJqAZBOEYIEpdfxnCaGi/view?usp=drivesdk,https://drive.google.com/file/d/1IPkeDueJQIJmnMHIFu2uB5zoY13Xqub7/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1RwRBL7fs0YsaOfn63-yjJNOfEiwo1MsP&sz=w1000
195,VAMEL AUT,LG-LVA-003,limpieza-general,24,"Vajillas automáticas aguas semiduras. Espuma controlada, Apto para Uso en Industria Alimentaria.",Limpieza General,Limpieza de Vajillas (Automática),https://drive.google.com/file/d/1koSTwqUMowo-T3aMH1hIsHIxUa1d5F3M/view?usp=drivesdk,https://drive.google.com/file/d/1OOSG9UEg2o7G1RCfRJRmZPMIZ5o4SLE5/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1f92wqa1t2YviLt3t-pGytaFUFJu1h74y&sz=w1000
196,ECO MATTIC,LG-LVA-004,limpieza-general,26,Vajillas automáticas universal Ecolabel. Apto para Uso en Industria Alimentaria.,Limpieza General,Limpieza de Vajillas (Automática),https://drive.google.com/file/d/1TrhbIhgEuVzDx49z23emJxixczR0Ls_T/view?usp=drivesdk,https://drive.google.com/file/d/1cB-mjYp5Rp2Zj3hfFNQqLU642nLOeiLO/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1g-xKEh2T_jO5qHLr-zHV_YNPvLH9wW37&sz=w1000
197,VAMEL AUT D,LG-LVA-005,limpieza-general,25,"Lavavajillas automáticas aguas duras. Espuma controlada, Apto para Uso en Industria Alimentaria.",Limpieza General,Limpieza de Vajillas (Automática),https://drive.google.com/file/d/1HN9XbKATaFck_OqEPCQ2_zHYWOcM21vE/view?usp=drivesdk,https://drive.google.com/file/d/1v0_1hJyPapM7hRnhbWOOfLeM85PC8uBw/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1XWynkTFH8z9349j10LN5_jj1ypl4W9Q4&sz=w1000
198,VAMEL AUT S/D,LG-LVA-006,limpieza-general,27,"Lavavajillas automáticas aguas muy duras. Espuma controlada, Apto para Uso en Industria Alimentaria.",Limpieza General,Limpieza de Vajillas (Automática),https://drive.google.com/file/d/1q_3wn7954738oMYlTKaRsXVaaiWLNRMk/view?usp=drivesdk,https://drive.google.com/file/d/1uo4YdiFICL_uBvF-vdMNaLNErnRvrQF2/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1LxHtwP2_pUcvDyVRMwguBbt97i8JEQln&sz=w1000
199,VAMEL AUT AL,LG-LVA-007,limpieza-general,28,"Vajillas automáticas cristalerías y aluminio. Especial para cristalerías/aluminio, Apto para Uso en Industria Alimentaria.",Limpieza General,Limpieza de Vajillas (Automática),https://drive.google.com/file/d/1QxVGH5K9Bl4jFpezg7MGdTY-hj_W2Iim/view?usp=drivesdk,https://drive.google.com/file/d/1DMDHqGH7FkBqKgUfrjU35wj4jRboQShR/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1L_L8yHHSmr75kE7sveOU17je3PjXNSCN&sz=w1000
200,DESCRUST L,LG-LVA-008,limpieza-general,20,"Desincrustante lavavajillas (ácido). Inhibidores para metales, Apto para Uso en Industria Alimentaria.",Limpieza General,Limpieza de Vajillas (Automática),https://drive.google.com/file/d/1rGqs_NkeRiJqP7xPmls9O6eYHH4GvscG/view?usp=drivesdk,https://drive.google.com/file/d/1r_g21lW44iatpsvx_GFmRiGGWFpnkXUV/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1uG6vs__UqDtDHnNkplFC4wQpZmQBWeWv&sz=w1000
201,BRIMEL AUT B,LG-LVA-009,limpieza-general,18,"Abrillantador vajillas (aguas baja-media). Secado rápido, sin espuma, Apto para Uso en Industria Alimentaria.",Limpieza General,Limpieza de Vajillas (Automática),,,https://drive.google.com/thumbnail?id=1OXVN2iERvQ1ifrCAJpk4_i4J5gle-fUM&sz=w1000
202,BRIMEL AUT,LG-LVA-010,limpieza-general,19,"Abrillantador vajillas universal. Secado rápido, sin espuma, Apto para Uso en Industria Alimentaria.",Limpieza General,Limpieza de Vajillas (Automática),https://drive.google.com/file/d/1DEm8jvU3IIIIP--SAH9uxXbZtEke9MRI/view?usp=drivesdk,https://drive.google.com/file/d/1v3gnCwv_O-qDWGmRPOLRNA12fbuZBFaD/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1AXJGRQqZixndxdJdg8FMiQdvIFOd8ix_&sz=w1000
203,ECO BRILL,LG-LVA-011,limpieza-general,21,"Abrillantador universal Ecolabel. Secado rápido, sin espuma, Apto para Uso en Industria Alimentaria.",Limpieza General,Limpieza de Vajillas (Automática),https://drive.google.com/file/d/1Bd2MUdVBMjBmBbh9hUvlocQd6RpyKtzG/view?usp=drivesdk,https://drive.google.com/file/d/1EFK9ykj-JnqwYUQ78JuHBNsfM6CyoXWD/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1a3U48WJIqJmrtVC9rlloUXKjq2d9FQVT&sz=w1000
204,BRIMEL AUT D,LG-LVA-012,limpieza-general,20,"Abrillantador vajillas aguas duras. Secado rápido, sin espuma, Apto para Uso en Industria Alimentaria.",Limpieza General,Limpieza de Vajillas (Automática),https://drive.google.com/file/d/1w4tK3AFHSZHvkpQ6idIvxqPLI71H3_6-/view?usp=drivesdk,https://drive.google.com/file/d/1anQw_TDg0M5_B1gYFCdDn5eqO3R_egvu/view?usp=drivesdk,https://drive.google.com/thumbnail?id=10Em3RKSolG-Xyq9OKlZgesleK856NkoJ&sz=w1000
205,ASEPTIC,LG-HP-001,limpieza-general,15,"Gel hidroalcohólico antiséptico. Testado dermatológicamente, Apto para Uso en Industria Alimentaria, N° REG AEMPS 781-DES.",Limpieza General,Higiene Personal,https://drive.google.com/file/d/1V-kez51lOWEe3R9QJcxCo6XXwdY4dOEO/view?usp=drivesdk,https://drive.google.com/file/d/1DCP7XD8wFrtxnz2b5BESN1qo8ti_y2bd/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1Mb607vPeWZtHe8orKxXg0pXDRq3rbwNL&sz=w1000
206,ASEPTIC LOCIÓN,LG-HP-002,limpieza-general,16,"Loción hidroalcohólica antiséptica. Testado dermatológicamente, N° REG AEMPS 975-DES.",Limpieza General,Higiene Personal,/fichas-tecnicas/ASEPTIC LOCION FT ES.pdf,https://drive.google.com/file/d/1mExZ27ul7xO0qa6qzr8vQD7MVsrC4jj0/view?usp=drivesdk,https://drive.google.com/thumbnail?id=18l2XaDcs-JrRmn883HJ9tvwXL9AZVdKC&sz=w1000
207,IRIS,LG-HP-003,limpieza-general,10,Gel piel y cabello. Reengrasantes de la piel.,Limpieza General,Higiene Personal,https://drive.google.com/file/d/1VWBMmBXXeBtbpbVSLDOhcBVZKrxSFEnt/view?usp=drivesdk,https://drive.google.com/file/d/1DURyu336Fx0ysoEnTqxSva-1g74XhPd7/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1Mw3EevFg7XNvdpWo68cufOXxNSb3mV4B&sz=w1000
208,TAXEL PERLADO,LG-HP-004,limpieza-general,11,Jabón lavamanos. Reengrasantes de la piel.,Limpieza General,Higiene Personal,https://drive.google.com/file/d/1cACXQj5VX-TduRydgs51QcrYSc-TzaWS/view?usp=drivesdk,https://drive.google.com/file/d/1cY8BwbsyaUMFV6Pwh23329AB-TnA6Fb1/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1RH7GOdoH8QnQ16jCK4_6BhAOGMxoRsD-&sz=w1000
209,SOAP,LG-HP-005,limpieza-general,13,Gel de manos Ecolabel. Sin colorantes.,Limpieza General,Higiene Personal,,https://drive.google.com/file/d/1JL38MDoml6ChgZVyIsZiVMmYrBF9m7vc/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1AgElqXYCs69jEZwQLiFY4pHFQAGbqGX3&sz=w1000
210,DERMAXEL,LG-HP-006,limpieza-general,12,"Gel dermatológico. Para pieles sensibles, Apto para Uso en Industria Alimentaria.",Limpieza General,Higiene Personal,https://drive.google.com/file/d/1krlpD5E0zIlZLQtH-MPz5ukYaeVZFhm0/view?usp=drivesdk,https://drive.google.com/file/d/1JW-iFxra_bAhsgs9sbJ1qzWT_LPNGqZt/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1Y5L1pKpyVOHh4PUNfTy3NUlxWTC0VqeG&sz=w1000
